0.000000000000000000e+00,1.335857063531875610e-02,1.545288786292076111e-02,9.329434484243392944e-03,8.547436445951461792e-03
1.000000000000000021e-02,1.338900998234748840e-02,1.554410159587860107e-02,9.610217064619064331e-03,8.621588349342346191e-03
2.000000000000000042e-02,1.318999007344245911e-02,1.579000055789947510e-02,1.034727692604064941e-02,8.933294564485549927e-03
2.999999999999999889e-02,1.149109750986099243e-02,1.663462631404399872e-02,1.266076788306236267e-02,1.057633385062217712e-02
4.000000000000000083e-02,8.418522775173187256e-03,1.761807315051555634e-02,1.638503372669219971e-02,1.347530633211135864e-02
5.000000000000000278e-02,6.023209542036056519e-03,2.094936929643154144e-02,2.640379592776298523e-02,2.167195826768875122e-02
5.999999999999999778e-02,1.218665204942226410e-02,2.916164696216583252e-02,4.648003727197647095e-02,3.980292379856109619e-02
7.000000000000000666e-02,2.005000412464141846e-02,4.030545800924301147e-02,6.919001042842864990e-02,5.848774313926696777e-02
8.000000000000000167e-02,2.812534198164939880e-02,5.307956039905548096e-02,9.113974869251251221e-02,8.142155408859252930e-02
8.999999999999999667e-02,3.911905363202095032e-02,6.797321885824203491e-02,1.145402491092681885e-01,1.056726127862930298e-01
1.000000000000000056e-01,5.047794803977012634e-02,8.254526555538177490e-02,1.383751332759857178e-01,1.303506195545196533e-01
1.100000000000000006e-01,6.146055832505226135e-02,9.736028313636779785e-02,1.626897156238555908e-01,1.548913866281509399e-01
1.199999999999999956e-01,7.205200195312500000e-02,1.119052097201347351e-01,1.859945207834243774e-01,1.783238649368286133e-01
1.300000000000000044e-01,8.139123022556304932e-02,1.245800480246543884e-01,2.050847709178924561e-01,1.968913376331329346e-01
1.400000000000000133e-01,9.100888669490814209e-02,1.371578127145767212e-01,2.237358391284942627e-01,2.147151678800582886e-01
1.499999999999999944e-01,1.005015224218368530e-01,1.501953899860382080e-01,2.412478029727935791e-01,2.329021096229553223e-01
1.600000000000000033e-01,1.099902391433715820e-01,1.632421016693115234e-01,2.587416172027587891e-01,2.510941624641418457e-01
1.700000000000000122e-01,1.194602698087692261e-01,1.763131916522979736e-01,2.762141525745391846e-01,2.692878842353820801e-01
1.799999999999999933e-01,1.287944018840789795e-01,1.898645758628845215e-01,2.938521802425384521e-01,2.875617742538452148e-01
1.900000000000000022e-01,1.380496621131896973e-01,2.035704255104064941e-01,3.115010857582092285e-01,3.058236837387084961e-01
2.000000000000000111e-01,1.473865211009979248e-01,2.174294888973236084e-01,3.290912806987762451e-01,3.239935636520385742e-01
2.099999999999999922e-01,1.571141928434371948e-01,2.320212721824645996e-01,3.464007973670959473e-01,3.417228460311889648e-01
2.200000000000000011e-01,1.668186783790588379e-01,2.466307580471038818e-01,3.637196421623229980e-01,3.595027327537536621e-01
2.300000000000000100e-01,1.764848530292510986e-01,2.612102627754211426e-01,3.809849619865417480e-01,3.772146701812744141e-01
2.399999999999999911e-01,1.858009696006774902e-01,2.754372358322143555e-01,3.976701200008392334e-01,3.941044807434082031e-01
2.500000000000000000e-01,1.954246461391448975e-01,2.888485789299011230e-01,4.131671190261840820e-01,4.097079038619995117e-01
2.600000000000000089e-01,2.046712487936019897e-01,3.017110228538513184e-01,4.275931417942047119e-01,4.227534532546997070e-01
2.700000000000000178e-01,2.139815837144851685e-01,3.126248121261596680e-01,4.396075904369354248e-01,4.325248599052429199e-01
2.800000000000000266e-01,2.229011058807373047e-01,3.219572305679321289e-01,4.494839608669281006e-01,4.404548406600952148e-01
2.899999999999999800e-01,2.316959649324417114e-01,3.310203850269317627e-01,4.589589536190032959e-01,4.482170939445495605e-01
2.999999999999999889e-01,2.395673543214797974e-01,3.389221429824829102e-01,4.672799706459045410e-01,4.552752375602722168e-01
3.099999999999999978e-01,2.468197196722030640e-01,3.462180197238922119e-01,4.751308262348175049e-01,4.618838429450988770e-01
3.200000000000000067e-01,2.540721595287322998e-01,3.535139560699462891e-01,4.829816520214080811e-01,4.684925079345703125e-01
3.300000000000000155e-01,2.613245546817779541e-01,3.608099520206451416e-01,4.908325672149658203e-01,4.751010537147521973e-01
3.400000000000000244e-01,2.685769796371459961e-01,3.681058585643768311e-01,4.986834228038787842e-01,4.817096590995788574e-01
3.500000000000000333e-01,2.758292853832244873e-01,3.754017949104309082e-01,5.065342783927917480e-01,4.883182644844055176e-01
3.599999999999999867e-01,2.830817103385925293e-01,3.826977312564849854e-01,5.143851637840270996e-01,4.949269294738769531e-01
3.699999999999999956e-01,2.903201282024383545e-01,3.900011181831359863e-01,5.222622156143188477e-01,5.015178322792053223e-01
3.800000000000000044e-01,2.975178062915802002e-01,3.971281349658966064e-01,5.301291942596435547e-01,5.081263780593872070e-01
3.900000000000000133e-01,3.047103881835937500e-01,4.039202332496643066e-01,5.378533601760864258e-01,5.148400664329528809e-01
4.000000000000000222e-01,3.119029700756072998e-01,4.107123315334320068e-01,5.455776453018188477e-01,5.215536952018737793e-01
4.100000000000000311e-01,3.190955817699432373e-01,4.175044298171997070e-01,5.533018112182617188e-01,5.282673835754394531e-01
4.199999999999999845e-01,3.262881338596343994e-01,4.242966175079345703e-01,5.610260367393493652e-01,5.349811911582946777e-01
4.299999999999999933e-01,3.338190913200378418e-01,4.315378069877624512e-01,5.681968331336975098e-01,5.415946245193481445e-01
4.400000000000000022e-01,3.414516746997833252e-01,4.389140009880065918e-01,5.752010345458984375e-01,5.481777787208557129e-01
4.500000000000000111e-01,3.490843772888183594e-01,4.462902247905731201e-01,5.822051763534545898e-01,5.547609925270080566e-01
4.600000000000000200e-01,3.566105663776397705e-01,4.533843994140625000e-01,5.890426039695739746e-01,5.614870786666870117e-01
4.700000000000000289e-01,3.642542064189910889e-01,4.606889188289642334e-01,5.957937240600585938e-01,5.680904388427734375e-01
4.799999999999999822e-01,3.719863295555114746e-01,4.680859744548797607e-01,6.026220321655273438e-01,5.747088789939880371e-01
4.899999999999999911e-01,3.797184824943542480e-01,4.754830300807952881e-01,6.094503998756408691e-01,5.813273191452026367e-01
5.000000000000000000e-01,3.875126838684082031e-01,4.829884171485900879e-01,6.161828041076660156e-01,5.877740383148193359e-01
5.100000000000000089e-01,3.953300118446350098e-01,4.905337691307067871e-01,6.228793263435363770e-01,5.941565632820129395e-01
5.200000000000000178e-01,4.030835032463073730e-01,4.980817735195159912e-01,6.295344233512878418e-01,6.005764603614807129e-01
5.300000000000000266e-01,4.108005166053771973e-01,5.056312084197998047e-01,6.361659169197082520e-01,6.070175170898437500e-01
5.400000000000000355e-01,4.185175895690917969e-01,5.131808519363403320e-01,6.427974104881286621e-01,6.134587526321411133e-01
5.500000000000000444e-01,4.262346029281616211e-01,5.207302570343017578e-01,6.494288444519042969e-01,6.198998689651489258e-01
5.600000000000000533e-01,4.339515566825866699e-01,5.282797217369079590e-01,6.560602188110351562e-01,6.263409852981567383e-01
5.700000000000000622e-01,4.416685998439788818e-01,5.358291864395141602e-01,6.626917123794555664e-01,6.327821016311645508e-01
5.799999999999999600e-01,4.493856430053710938e-01,5.433786511421203613e-01,6.693232059478759766e-01,6.392231583595275879e-01
5.899999999999999689e-01,4.571025669574737549e-01,5.509281158447265625e-01,6.759545803070068359e-01,6.456643342971801758e-01
5.999999999999999778e-01,4.648196101188659668e-01,5.584776401519775391e-01,6.825860142707824707e-01,6.521054506301879883e-01
6.099999999999999867e-01,4.725365936756134033e-01,5.660271644592285156e-01,6.892173290252685547e-01,6.585465073585510254e-01
6.199999999999999956e-01,4.802536070346832275e-01,5.735765695571899414e-01,6.958488821983337402e-01,6.649876236915588379e-01
6.300000000000000044e-01,4.879706203937530518e-01,5.811260938644409180e-01,7.024803757667541504e-01,6.714287400245666504e-01
6.400000000000000133e-01,4.956876933574676514e-01,5.886755585670471191e-01,7.091118693351745605e-01,6.778699159622192383e-01
6.500000000000000222e-01,5.034046173095703125e-01,5.962249636650085449e-01,7.157431840896606445e-01,6.843110322952270508e-01
6.600000000000000311e-01,5.111217498779296875e-01,6.037745475769042969e-01,7.223748564720153809e-01,6.907521486282348633e-01
6.700000000000000400e-01,5.188387036323547363e-01,6.113240122795104980e-01,7.290061116218566895e-01,6.971933245658874512e-01
6.800000000000000488e-01,5.265556573867797852e-01,6.188735365867614746e-01,7.356376647949218750e-01,7.036343812942504883e-01
6.900000000000000577e-01,5.342727303504943848e-01,6.264228820800781250e-01,7.422690391540527344e-01,7.100755572319030762e-01
7.000000000000000666e-01,5.419896841049194336e-01,6.339724659919738770e-01,7.489004731178283691e-01,7.165166735649108887e-01
7.099999999999999645e-01,5.497066974639892578e-01,6.415218114852905273e-01,7.555319070816040039e-01,7.229578495025634766e-01
7.199999999999999734e-01,5.574454069137573242e-01,6.489549875259399414e-01,7.622224688529968262e-01,7.293876409530639648e-01
7.299999999999999822e-01,5.651873350143432617e-01,6.563705205917358398e-01,7.689219713211059570e-01,7.358157634735107422e-01
7.399999999999999911e-01,5.729292631149291992e-01,6.637861132621765137e-01,7.756213545799255371e-01,7.422438263893127441e-01
7.500000000000000000e-01,5.806710124015808105e-01,6.712014675140380859e-01,7.823206186294555664e-01,7.486719489097595215e-01
7.600000000000000089e-01,5.884128808975219727e-01,6.786169409751892090e-01,7.890200614929199219e-01,7.550999522209167480e-01
7.700000000000000178e-01,5.961548089981079102e-01,6.860325336456298828e-01,7.957194447517395020e-01,7.615281939506530762e-01
7.800000000000000266e-01,6.038967370986938477e-01,6.934482455253601074e-01,8.024188280105590820e-01,7.679562568664550781e-01
7.900000000000000355e-01,6.116386651992797852e-01,7.008638381958007812e-01,8.091182708740234375e-01,7.743843793869018555e-01
8.000000000000000444e-01,6.193807125091552734e-01,7.082793712615966797e-01,8.158176541328430176e-01,7.808126807212829590e-01
8.100000000000000533e-01,6.271225810050964355e-01,7.156947851181030273e-01,8.225170969963073730e-01,7.872408032417297363e-01
8.200000000000000622e-01,6.348643898963928223e-01,7.231103181838989258e-01,8.292164802551269531e-01,7.936688065528869629e-01
8.300000000000000711e-01,6.426061987876892090e-01,7.305258512496948242e-01,8.359158039093017578e-01,8.000969290733337402e-01
