0.000000000000000000e+00,1.282165572047233582e-02,3.322174027562141418e-02,4.768469184637069702e-02,4.646288603544235229e-02
1.000000000000000021e-02,1.293898187577724457e-02,3.392279893159866333e-02,4.880192130804061890e-02,4.767867922782897949e-02
2.000000000000000042e-02,1.376154646277427673e-02,3.513457626104354858e-02,5.084531009197235107e-02,5.005398392677307129e-02
2.999999999999999889e-02,1.899617165327072144e-02,4.149609059095382690e-02,6.122883781790733337e-02,6.092937290668487549e-02
4.000000000000000083e-02,2.689656987786293030e-02,5.120834708213806152e-02,7.838088274002075195e-02,7.976910471916198730e-02
5.000000000000000278e-02,3.562092781066894531e-02,6.395345181226730347e-02,1.007383316755294800e-01,1.017631590366363525e-01
5.999999999999999778e-02,4.454894736409187317e-02,7.892262935638427734e-02,1.250163614749908447e-01,1.258004903793334961e-01
7.000000000000000666e-02,5.196069180965423584e-02,9.527689218521118164e-02,1.503277122974395752e-01,1.520878970623016357e-01
8.000000000000000167e-02,5.926785618066787720e-02,1.119163259863853455e-01,1.761818528175354004e-01,1.795110553503036499e-01
8.999999999999999667e-02,6.678628921508789062e-02,1.273293197154998779e-01,2.018016427755355835e-01,2.079814970493316650e-01
1.000000000000000056e-01,7.479140162467956543e-02,1.434022933244705200e-01,2.271532714366912842e-01,2.358336597681045532e-01
1.100000000000000006e-01,8.344245702028274536e-02,1.596671789884567261e-01,2.508253455162048340e-01,2.623438239097595215e-01
1.199999999999999956e-01,9.315502643585205078e-02,1.758033335208892822e-01,2.729608416557312012e-01,2.853180170059204102e-01
1.300000000000000044e-01,1.023279279470443726e-01,1.910616159439086914e-01,2.935968041419982910e-01,3.069378733634948730e-01
1.400000000000000133e-01,1.111797615885734558e-01,2.058009505271911621e-01,3.132363259792327881e-01,3.275151252746582031e-01
1.499999999999999944e-01,1.199202537536621094e-01,2.206287980079650879e-01,3.328574001789093018e-01,3.480722308158874512e-01
1.600000000000000033e-01,1.288916617631912231e-01,2.360362112522125244e-01,3.525361716747283936e-01,3.684238195419311523e-01
1.700000000000000122e-01,1.389508247375488281e-01,2.527446448802947998e-01,3.721026778221130371e-01,3.879243433475494385e-01
1.799999999999999933e-01,1.492095291614532471e-01,2.696810066699981689e-01,3.919007778167724609e-01,4.077330231666564941e-01
1.900000000000000022e-01,1.591261476278305054e-01,2.852675020694732666e-01,4.104757606983184814e-01,4.256938099861145020e-01
2.000000000000000111e-01,1.676612347364425659e-01,2.951482236385345459e-01,4.221839904785156250e-01,4.370720684528350830e-01
2.099999999999999922e-01,1.756328195333480835e-01,3.034360706806182861e-01,4.318419694900512695e-01,4.465701282024383545e-01
2.200000000000000011e-01,1.835366636514663696e-01,3.109295368194580078e-01,4.405716061592102051e-01,4.550775587558746338e-01
2.300000000000000100e-01,1.914101839065551758e-01,3.180675506591796875e-01,4.488858580589294434e-01,4.631417393684387207e-01
2.399999999999999911e-01,1.992837488651275635e-01,3.252056539058685303e-01,4.572001695632934570e-01,4.712058901786804199e-01
2.500000000000000000e-01,2.071572840213775635e-01,3.323437273502349854e-01,4.655145108699798584e-01,4.792701005935668945e-01
2.600000000000000089e-01,2.150595933198928833e-01,3.395326733589172363e-01,4.738737940788269043e-01,4.872762560844421387e-01
2.700000000000000178e-01,2.230501919984817505e-01,3.468771576881408691e-01,4.823709130287170410e-01,4.951047897338867188e-01
2.800000000000000266e-01,2.310407161712646484e-01,3.542215824127197266e-01,4.908680021762847900e-01,5.029332041740417480e-01
2.899999999999999800e-01,2.390312999486923218e-01,3.615661263465881348e-01,4.993650317192077637e-01,5.107616782188415527e-01
2.999999999999999889e-01,2.470217943191528320e-01,3.689105808734893799e-01,5.078621506690979004e-01,5.185902118682861328e-01
3.099999999999999978e-01,2.550123035907745361e-01,3.762550652027130127e-01,5.163592100143432617e-01,5.264186263084411621e-01
3.200000000000000067e-01,2.630029022693634033e-01,3.835995495319366455e-01,5.248563289642333984e-01,5.342471003532409668e-01
3.300000000000000155e-01,2.709470391273498535e-01,3.908643424510955811e-01,5.333250164985656738e-01,5.421414375305175781e-01
3.400000000000000244e-01,2.788084447383880615e-01,3.979868292808532715e-01,5.417432785034179688e-01,5.501531362533569336e-01
3.500000000000000333e-01,2.866698205471038818e-01,4.051093161106109619e-01,5.501614212989807129e-01,5.581648349761962891e-01
3.599999999999999867e-01,2.945441603660583496e-01,4.122461378574371338e-01,5.585722923278808594e-01,5.661894679069519043e-01
3.699999999999999956e-01,3.024428784847259521e-01,4.194101691246032715e-01,5.669693946838378906e-01,5.742381811141967773e-01
3.800000000000000044e-01,3.103760480880737305e-01,4.265784919261932373e-01,5.753868818283081055e-01,5.823258757591247559e-01
3.900000000000000133e-01,3.183874189853668213e-01,4.338477551937103271e-01,5.838147401809692383e-01,5.902980566024780273e-01
4.000000000000000222e-01,3.265233337879180908e-01,4.412823617458343506e-01,5.922652482986450195e-01,5.980547666549682617e-01
4.100000000000000311e-01,3.346563875675201416e-01,4.486954212188720703e-01,6.007301211357116699e-01,6.058369874954223633e-01
4.199999999999999845e-01,3.428818285465240479e-01,4.559300541877746582e-01,6.091136336326599121e-01,6.136034727096557617e-01
4.299999999999999933e-01,3.512113690376281738e-01,4.629638195037841797e-01,6.174055337905883789e-01,6.213524937629699707e-01
4.400000000000000022e-01,3.597324192523956299e-01,4.702643752098083496e-01,6.256329417228698730e-01,6.288738250732421875e-01
4.500000000000000111e-01,3.684209287166595459e-01,4.777980148792266846e-01,6.338036656379699707e-01,6.361963748931884766e-01
4.600000000000000200e-01,3.771094381809234619e-01,4.853316843509674072e-01,6.419745087623596191e-01,6.435188055038452148e-01
4.700000000000000289e-01,3.857979178428649902e-01,4.928654432296752930e-01,6.501452922821044922e-01,6.508412957191467285e-01
4.799999999999999822e-01,3.944863975048065186e-01,5.003989934921264648e-01,6.583160758018493652e-01,6.581636071205139160e-01
